ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF174K01DY7,117716,GR,OMF,9.00,31.58
INF174K01FD6,102591,GR,OMF,9.00,45.52
INF194KB1BL2,148786,GR,GMF,10.00,13.60
INF247L01981,147703,DP,OMF,11.44,25.61
INF789F01364,102402,DR,OMF,9.21,77.10
INF174K01FQ8,123691,DP,OMF,9.00,13.03
INF200KA1U02,148759,DP,OMF,10.72,24.28
INF740K01PA9,119278,DP,OMF,16.28,31.74
INF740KA1PO6,148597,DR,OMF,9.00,16.38
INF200K01644,102504,DP,GMF,10.00,17.36
INF205K01239,106316,DP,OMF,9.00,17.41
INF194K01524,108596,GR,OMF,9.00,139.47
INF740K01078,103820,DP,OMF,9.79,36.29
INF761K01165,111708,DP,OMF,10.45,31.74
INF903J01520,100614,DR,OMF,9.00,15.09
INF277K01PQ8,119243,GR,OMF,10.64,201.54
INF846K01S60,147667,DP,OMF,9.00,20.21
INF846K01S78,147667,DR,OMF,9.00,20.21
INF903J01199,101538,DR,OMF,9.98,67.96
INF204K01IB9,113179,DR,OMF,10.05,92.99
INF917K01D12,151157,GR,OMF,9.00,28.36
INF767K01147,101200,DR,OMF,9.00,48.92
INF760K01357,101587,DR,OMF,9.00,14.64
INF084M01BB6,132003,DR,OMF,9.48,44.18
INF277KA1406,150330,GR,OMF,9.00,13.09
INF397L01JW3,152003,GR,OMF,11.37,33.62
INF582M01FX4,147493,DR,OMF,9.00,27.27
INF843K01GJ1,140295,GR,OMF,9.00,30.63
INF084M01AZ7,132005,GR,OMF,9.42,44.15
INF109KC11A4,149858,GR,OMF,9.47,16.74
INF084M01044,132178,GR,OMF,9.00,35.39
INF789F1A827,144487,DR,OMF,9.00,18.82
INF194K01Z28,118476,DR,OMF,12.65,11.51
INF174V01184,140444,GR,OMF,9.00,25.42
INF200KA1W26,148946,DR,OMF,10.71,19.97
INF205K01SR1,107477,GR,GMF,10.00,2926.98
INF137A01037,100254,GR,OMF,9.72,94.54
INF200K01776,101169,GR,OMF,9.00,117.82
INF205K01B15,129187,GR,OMF,9.00,37.13
INF846K01V16,147890,GR,OMF,9.00,15.28
INF200KA1T70,148690,GR,OMF,9.00,16.31
INF582M01CQ5,141247,GR,OMF,9.00,23.09
INF582M01CR3,141250,DP,OMF,9.00,23.09
INF247L01BF2,150518,DP,OMF,11.64,27.74
INF204K01AN1,102753,DP,OMF,9.00,34.39
INF336L01776,101685,GR,OMF,9.00,43.78
INF174KA1GX1,148974,GR,OMF,9.00,15.67
INF397L01JS1,152004,GR,OMF,11.37,38.12
INF761K01116,110598,DP,OMF,9.00,33.55
INF769K01GB5,148502,GR,OMF,9.00,24.96
INF740K01AL8,112347,DR,OMF,13.46,26.82
INF663L01HA8,138381,DP,OMF,9.00,13.83
INF663L01FN5,135601,GR,OMF,9.00,39.60
INF194K01953,112332,GR,OMF,9.00,48.92
INF769K01IK2,150473,GR,OMF,9.00,14.55
INF397L01JU7,152006,DR,OMF,11.37,33.62
INF336L01HC7,127073,GR,OMF,10.13,35.76
INF194K01SE5,108545,GR,OMF,9.00,46.39
INF044D01989,100476,GR,OMF,9.00,224.89
INF205K014Q7,143537,GR,OMF,9.00,24.08
INF247L01AM0,148748,GR,OMF,9.00,19.17
INF194K019A3,118489,GR,OMF,9.00,44.32
INF397L01315,151950,GR,OMF,9.00,27.98
INF767K01EW0,120279,GR,OMF,9.00,82.06
INF789FA1Q91,134517,DP,OMF,9.00,14.83
INF767K01ED0,120261,GR,OMF,9.00,226.09
INF789FA1R09,134517,DR,OMF,9.00,14.83
INF769K01DR8,140769,GR,OMF,9.00,18.78
INF582M01CU7,141248,GR,OMF,9.00,24.73
INF789FA1R58,106980,DR,OMF,9.00,17.35
INF173K01BA3,149585,GR,OMF,9.00,46.77
INF205KA1015,146455,DP,OMF,9.00,16.56
INF959L01CM6,135680,DR,OMF,9.00,36.25
INF397L01KY7,152019,GR,OMF,9.20,32.19
INF082J01077,111550,DP,OMF,9.00,122.96
INF194K01LK7,108650,DR,GMF,10.00,10.10
INF740K01482,102451,DR,OMF,9.00,11.26
INF209K01WS3,119517,GR,OMF,9.00,56.86
INF205K01MD4,120405,GR,OMF,11.64,84.46
INF761K01BQ1,127851,DR,OMF,9.00,18.13
INF044D01864,111787,GR,OMF,9.00,122.95
INF00XX01374,147544,GR,OMF,10.05,25.17
INF582M01EP3,145472,DR,OMF,9.00,28.91
INF204K01L14,118790,DP,OMF,9.00,33.23
INF754K01178,112109,DP,OMF,9.00,25.71
INF205KA1049,146457,GR,OMF,9.00,18.70
INF740KA1CO4,141875,GR,OMF,9.00,26.05
INF955L01856,117549,GR,OMF,9.21,49.30
INF090I01OY6,144468,DR,OMF,9.00,13.86
INF109K1A369,153679,GR,OMF,9.00,10.11
INF205K01MC6,120404,DR,OMF,12.24,56.52
INF205K01163,108377,DR,OMF,9.14,75.97
INF204KC1659,150752,GR,OMF,9.00,12.88
INF740K01995,100077,DR,OMF,9.00,11.63
INF109K01811,102139,GR,OMF,9.00,66.47
INF761K01FO7,148982,GR,OMF,9.00,16.66
INF109KC1I15,148033,GR,OMF,9.00,30.97
INF761K01199,112359,GR,OMF,9.72,65.52
INF336L01792,101686,DR,OMF,9.00,10.67
INF760K01AB7,100596,DP,GMF,10.00,14.73
INF194K01Z10,118476,DP,OMF,12.65,11.51
INF582M01EO6,145471,GR,OMF,9.00,28.91
INF2F0001149,153888,GR,GMF,10.00,1046.69
INF090I01CS3,100494,DP,GMF,10.00,10.70
INF082J01275,141063,GR,OMF,9.00,83.35
INF767K01071,100313,GR,OMF,9.00,103.03
INF846K015J4,150615,GR,OMF,23.08,37.95
INF109KA1O94,131054,DR,GMF,10.00,11.86
INF843K01ED9,140273,GR,OMF,9.00,42.47
INF767K01923,100315,GR,OMF,9.00,75.60
INF209K01PG2,116795,DP,OMF,12.92,40.36
INF277KA1265,149356,DR,OMF,9.00,13.38
INF754K01LV5,148555,GR,OMF,9.00,23.71
INF109K01FJ9,102138,DP,OMF,9.00,94.77
INF205K01I83,130722,GR,OMF,9.00,2331.57
INF204KB16W8,148521,DP,OMF,10.91,35.26
INF00XX01AT0,149021,GR,OMF,9.00,12.84
INF789F1A835,144487,DP,OMF,9.00,18.82
INF209K01PH0,116795,DR,OMF,12.92,40.36
INF955L01831,117547,DP,OMF,11.26,20.22
INF109KC10J7,150639,GR,OMF,9.00,16.97
INF109K01795,102133,GR,OMF,9.00,167.61
INF789F1A728,144485,DR,OMF,9.00,18.82
INF209KB1Z55,148964,DP,OMF,9.00,18.27
INF789F1AVR7,150410,GR,GMF,10.00,13.37
INF192K01999,100222,DP,OMF,9.00,21.91
INF959L01DI2,143162,GR,OMF,9.00,21.62
INF955L01450,101187,GR,GMF,10.00,44.11
INF277K01741,101659,DP,OMF,9.00,149.78
INF754K01CA8,118620,GR,OMF,9.00,136.41
INF397L01281,151951,DP,OMF,9.00,20.59
INF090I01WS1,150479,DR,OMF,9.00,13.70
INF666M01BH7,135343,GR,OMF,9.00,27.23
INF205K01FC0,116075,DR,OMF,13.67,38.91
INF0GCD01438,149795,GR,GMF,5.00,1286.98
INF754K01012,111936,DP,OMF,9.00,25.85
INF194KA1UH1,131355,GR,OMF,9.00,29.27
INF194KA1UI9,131356,DP,OMF,9.00,16.22
INF194KA1UJ7,131356,DR,OMF,9.00,16.22
INF959L01CL8,135680,DP,OMF,9.00,36.25
INF179KB1MK0,136466,GR,OMF,9.00,21.82
INF582M01HW2,150407,GR,GMF,10.00,12.64
INF336L01IM4,129195,GR,OMF,9.00,22.55
INF754K01LS1,148558,DP,OMF,9.00,22.96
INF251K01EI4,150229,GR,OMF,9.00,33.84
INF204KB15X8,148643,DR,OMF,9.00,20.70
INF204K01IM6,113269,GR,OMF,9.00,39.31
INF084M01EB0,132140,GR,OMF,10.36,36.63
INF767K01048,101271,GR,OMF,9.00,33.26
INF903J01FU4,100602,DR,OMF,9.00,13.30
INF194KB1CO4,149833,GR,OMF,9.00,14.70
INF846K012I3,149938,GR,OMF,10.52,20.86
INF754K01OX5,150581,GR,OMF,15.80,32.42
INF740K012I0,131297,GR,GMF,10.00,22.50
INF209KB1I07,146574,DP,OMF,9.00,18.03
INF959L01DJ0,143166,DP,OMF,9.00,21.62
INF761K01DP9,139529,GR,OMF,9.00,41.69
INF767K01139,101199,GR,OMF,9.00,143.94
INF090I01PA3,144461,GR,OMF,9.00,16.91
INF194K01961,112331,DP,OMF,9.00,26.70
INF846K01AX8,116471,GR,GMF,10.00,26.79
INF336L01IJ0,129193,GR,OMF,9.00,43.67
INF251K01PM2,150262,DR,OMF,11.11,13.79
INF247L01AY5,149919,DP,OMF,9.00,16.33
INF397L01AZ5,151952,GR,OMF,9.00,31.90
INF0QA701359,151896,DP,OMF,9.00,16.05
INF740KA1XV5,154090,GR,OMF,9.00,9.59
INF209KC1100,152687,DP,OMF,9.00,10.01
INF179KC1EY7,151311,DR,OMF,9.00,10.86
INF0GCD01727,152583,DP,OMF,9.00,11.75
INF966L01DH9,152257,DR,OMF,9.52,15.55
INF579M01AG6,149316,DP,OMF,9.00,18.34
INF579M01AO0,151166,DP,OMF,9.00,13.62
INF109KC1TT0,146348,DP,OMF,9.00,38.83
INF194KB1IZ7,153113,GR,OMF,9.00,9.23
INF109KC17J2,150644,DP,OMF,9.54,21.56
INF247L01CN4,152652,DR,OMF,9.00,13.45
INF200KB1308,152775,DP,OMF,9.00,9.71
INF740KA1TI0,152181,DP,OMF,9.00,21.79
INF843K01KE4,140348,DP,OMF,9.00,21.43
INF582M01BV7,129646,DR,OMF,10.32,41.70
INF192K01NG5,152613,DR,OMF,9.53,11.28
INF179KA1E16,132852,DP,OMF,9.00,20.22
INF179KA1E08,132852,DR,OMF,9.00,20.22
INF194KB1GY4,152180,DP,OMF,9.85,13.85
INF247L01CJ2,152649,DP,OMF,9.00,13.10
INF209KB16R7,151308,DP,OMF,9.00,15.89
INF277KA1EM5,154064,GR,OMF,9.00,9.55
INF251K01TZ6,152930,GR,OMF,9.00,8.07
INF109KA1X44,131481,DR,OMF,9.00,11.35
INF109KA1X51,131481,DP,OMF,9.00,11.35
INF03VN01910,152849,GR,OMF,9.00,11.36
INF179KC1IL5,152714,DP,OMF,9.00,10.16
INF090I01IY8,118558,DR,OMF,9.00,22.93
INF204K01EM5,100858,DR,OMF,9.00,12.03
INF205KA1502,149765,DR,OMF,9.00,18.36
INF090I01XL4,152825,GR,OMF,9.00,11.39
INF247L01GE4,153915,DP,OMF,9.00,9.99
INF109KC1F42,147645,DP,OMF,9.00,22.55
INF204K01L06,118788,DR,OMF,9.00,33.18
INF179KA1D17,132849,DP,OMF,9.00,21.56
INF209KC1050,152660,GR,GMF,10.00,11.53
INF179KA1D33,132848,DP,OMF,9.00,20.79
INF204KB1X17,146512,DP,OMF,9.46,26.76
INF090I01YN8,153943,GR,OMF,9.00,9.50
INF109KC1O41,148599,DR,OMF,9.00,14.33
INF966L01DG1,152257,DP,OMF,9.52,15.55
INF0R8701061,152138,DR,OMF,9.00,16.08
INF204K01H51,118745,DR,OMF,9.00,35.23
INF397L01AM3,151932,DP,GMF,10.00,1104.63
INF192K01BV9,120487,DR,OMF,9.00,23.13
INF846K01R53,147577,DR,GMF,10.00,1005.61
INF174KA1XP2,153877,GR,OMF,9.00,10.47
INF194KB1IX2,153002,GR,OMF,9.00,8.88
INF0K1H01180,152586,GR,OMF,9.00,8.90
INF2F0001073,153887,DR,GMF,10.00,1002.03
INF200KB1407,152909,DR,OMF,9.00,9.63
INF179KC1IO9,152778,DP,OMF,9.00,10.04
INF109KC1Z30,149457,DP,OMF,9.00,26.08
INF194KB1KB4,153838,GR,OMF,9.00,9.61
INF0R8701285,152942,DR,OMF,9.00,11.62
INF761K01GD8,152791,DP,OMF,9.00,9.39
INF740KA1WA1,153489,DP,OMF,18.96,23.00
INF879O01324,153965,DR,OMF,9.00,81.95
INF204KC1CF9,152390,DP,OMF,9.00,7.06
INF179KC1JY6,153959,GR,OMF,9.00,9.43
INF582M01KG9,153109,GR,OMF,9.00,9.85
INF174KA1YF1,154030,GR,OMF,9.00,10.12
INF174K01E92,133036,GR,OMF,9.00,64.56
INF209KA1TT1,132997,DP,OMF,9.00,13.02
INF209KA1TS3,132998,GR,OMF,9.00,23.14
INF209KA1TU9,132997,DR,OMF,9.00,13.02
INF109KA14I5,133051,DP,OMF,9.00,23.10
INF109KA19I4,133053,DR,OMF,9.00,13.06
INF109KA16I0,133053,DP,OMF,9.00,13.06
INF179KA1I87,133148,DP,OMF,9.00,23.74
INF179KA1I79,133148,DR,OMF,9.00,23.74
INF109KA11J9,133054,DP,OMF,9.00,24.91
INF109KA16J8,133052,DR,OMF,9.00,15.57
INF109KA13J5,133052,DP,OMF,9.00,15.57
INF966L01BN1,151712,DR,OMF,9.00,17.46
INF959L01CV7,141411,DP,OMF,9.00,37.29
INF966L01BQ4,151715,DR,OMF,9.00,16.64
INF179KC1GW6,151899,DR,OMF,9.60,18.87
INF192K01CB9,120491,DR,OMF,9.00,102.07
INF846K017H4,149897,DP,OMF,11.11,19.26
INF754K01CC4,118625,DR,OMF,9.00,32.56
INF966L01CX8,152191,DP,OMF,9.00,15.41
INF336L01QO3,151291,DP,OMF,9.13,19.92
INF00XX01BN1,149269,DR,OMF,9.00,17.27
INF204KB1YT5,143705,DP,OMF,9.00,11.99
INF769K01GQ3,148574,GR,OMF,9.00,18.23
INF192K01AV1,143603,DR,OMF,9.00,10.82
INF251K01SP9,152131,DP,OMF,9.39,13.38
INF194KB1GN7,152103,GR,OMF,9.00,12.58
INF209KA1LQ4,103193,DR,OMF,9.00,100.70
INF174K01Z06,135501,DR,OMF,9.00,12.20
INF789F1AYY7,152086,GR,OMF,10.59,10.96
INF174K01LQ6,120165,DP,OMF,9.00,59.28
INF843K01FC8,140286,GR,OMF,9.00,26.86
INF769K01FY9,148419,GR,OMF,9.00,13.97
INF179KC1HQ6,152081,DR,OMF,9.00,21.03
INF843K01AU1,140243,GR,OMF,12.76,73.06
INF174K01D36,131375,DP,OMF,9.00,21.75
INF174KA1PP8,152169,GR,OMF,9.00,14.61
INF174KA1PA0,152065,GR,OMF,9.00,15.71
INF0QA701342,151895,GR,OMF,9.00,16.05
INF846K01J53,145109,DP,OMF,9.00,25.54
INF174V01BO9,152047,DP,OMF,9.85,13.33
INF209K01BU3,112356,DP,OMF,9.00,10.42
INF336L01RC6,152027,GR,OMF,9.00,14.56
INF247L01551,133383,DP,OMF,11.78,30.77
INF247L01544,133385,GR,OMF,11.24,55.75
INF03VN01803,152071,GR,OMF,9.00,16.42
INF174KA1OL0,151881,GR,OMF,9.66,15.19
INF174KA1OX5,152039,GR,OMF,10.73,13.04
INF194KB1HA2,152177,GR,OMF,12.72,14.10
INF0R8701012,152136,GR,OMF,9.15,15.48
INF204KB1YR9,143707,DP,OMF,9.00,18.88
INF769K01EM7,145694,DR,OMF,9.00,13.64
INF761K01EP7,145678,GR,OMF,11.04,61.36
INF204KC1BL9,152034,GR,OMF,9.00,14.48
INF204K01A17,118706,DP,OMF,9.00,1012.88
INF179KA1Q38,133366,DP,OMF,9.00,19.13
INF843K01AM8,140174,DP,OMF,9.00,41.19
INF0J8L01156,151917,GR,OMF,9.00,13.35
INF174KA1PE2,152063,DP,OMF,9.00,15.66
INF179KA1Q53,133367,DP,OMF,9.00,20.87
INF769K01KJ0,151813,DR,OMF,9.00,14.53
INF204KB12Z0,148721,GR,OMF,9.00,17.69
INF760K01KR2,151821,GR,OMF,9.00,14.67
INF179KA1Q79,133368,DP,OMF,9.00,20.22
INF769K01GY7,148624,DR,OMF,9.00,23.56
INF754K01RX8,152096,DP,OMF,9.00,15.06
INF174V01BN1,152046,GR,OMF,9.00,15.61
INF194KB1GX6,152179,GR,OMF,12.72,13.85
INF769K01GX9,148623,GR,OMF,9.00,23.66
INF174KA1EN7,147473,GR,OMF,9.00,30.18
INF044D01CK8,118877,DP,OMF,9.00,94.24
INF582M01JC0,151906,DR,OMF,10.20,15.14
INF174KA1PJ1,152098,GR,GMF,10.00,12.47
INF251K01SQ7,152131,DR,OMF,9.39,13.38
INF0QA701409,151897,DP,OMF,9.00,15.42
INF204KB1YU3,143705,DR,OMF,9.00,11.99
INF179KC1HO1,152082,GR,OMF,9.00,21.03
INF209KB12X4,152150,GR,OMF,9.00,13.00
INF769K01GW1,148624,DP,OMF,9.00,23.56
INF204KB1BE5,139679,DR,OMF,9.00,18.62
INF044D01CG6,118866,DP,OMF,9.00,193.91
INF044D01CQ5,118881,GR,OMF,9.00,48.70
INF582M01JB2,151906,DP,OMF,10.20,15.14
INF174KA1EZ1,147727,GR,OMF,9.00,37.82
INF179KC1HM5,152083,DP,OMF,9.00,20.36
INF194KB1GB2,151816,GR,OMF,9.00,15.77
INF200K01U41,125498,GR,OMF,9.00,3287.60
INF174KA1PF9,152063,DR,OMF,9.00,15.66
INF204K01ZN8,118718,DR,GMF,10.00,1007.50
INF03VN01811,152133,GR,OMF,9.00,13.15
INF204KB19Z5,148725,DP,OMF,9.92,26.40
INF174KA1EP2,147475,DP,OMF,9.00,30.18
INF789F1AZA4,152087,GR,OMF,10.46,11.39
INF740KA1TB5,152053,GR,OMF,9.00,15.93
INF769K01GD1,148501,DP,OMF,9.00,25.09
INF0R8F01026,152157,GR,OMF,9.00,14.30
INF917K01TI8,151147,DR,OMF,9.00,10.65
INF917K01TH0,151149,GR,OMF,9.00,21.67
INF917K01TJ6,151147,DP,OMF,9.00,10.65
INF204KA1B80,133631,GR,OMF,9.00,28.49
INF204KA1C06,133567,DP,OMF,9.66,19.12
INF204KA1B64,133565,GR,OMF,9.00,28.49
INF247L01569,133386,GR,OMF,11.24,64.59
INF247L01577,133384,DP,OMF,11.71,39.93
INF789F01521,100820,DP,OMF,9.00,38.21
INF789F01539,100820,DR,OMF,9.00,38.21
INF789F01547,100821,GR,OMF,9.00,200.00
INF917K01TW9,151124,DP,OMF,9.92,17.10
INF917K01TV1,151124,DR,OMF,9.92,17.10
INF204KA1E04,133866,DP,OMF,9.26,20.59
INF204KA1C14,133566,DP,OMF,9.59,22.43
INF204KA1B72,133568,GR,OMF,9.00,32.38
INF277K01P38,133974,DP,OMF,9.00,29.75
INF277K01P46,133974,DR,OMF,9.00,29.75
INF846K01RJ1,133895,DP,OMF,9.00,21.99
INF846K01RK9,133895,DR,OMF,9.00,21.99
INF740K018P2,133926,GR,OMF,9.00,21.04
INF769K01GO8,148573,DR,OMF,9.00,17.83
INF082J01366,141070,GR,OMF,9.00,116.73
INF903J01OB6,119602,GR,OMF,9.00,45.93
INF192K01577,107410,GR,OMF,9.33,19.92
INF846K016D5,149371,GR,OMF,9.00,14.38
INF843K01GS2,140298,GR,GMF,10.00,26.88
INF917K01HA0,151087,GR,OMF,9.00,33.47
INF760K01GY6,126687,GR,OMF,9.00,22.74
INF663L01GS2,138313,DP,OMF,9.00,26.15
INF761K01082,110607,DP,OMF,9.00,27.50
INF109KC10I9,150540,DP,OMF,12.05,18.46
INF084M01051,132179,DP,OMF,9.00,32.20
INF336L01438,107989,DP,OMF,11.87,24.77
INF209K01VX5,119649,DP,OMF,9.00,25.34
INF959L01EF6,143789,DP,OMF,9.00,24.57
INF761K01892,119379,GR,OMF,9.00,3486.92
INF767K01857,101868,DP,OMF,9.00,11.86
INF090I01EB5,100949,DP,OMF,9.00,12.62
INF251K01EP9,150235,GR,OMF,9.00,29.24
INF761K01DN4,139530,DP,OMF,9.00,35.91
INF200KA1W18,148946,DP,OMF,10.71,19.97
INF00XX01838,148535,GR,OMF,9.00,13.69
INF204K01K80,118791,GR,OMF,9.00,41.77
INF204KA1SI1,130860,GR,OMF,10.64,30.32
INF277KA1356,149359,DR,OMF,9.00,13.04
INF192K01643,107287,DP,OMF,9.00,50.11
INF109KC18K8,150733,GR,GMF,10.00,13.41
INF767K01915,100314,DR,OMF,9.00,16.57
INF174V01853,147734,GR,OMF,9.00,1462.12
INF903J01FR0,100602,DP,OMF,9.00,13.30
INF767K01EH1,120263,DR,OMF,9.00,38.53
INF769K01HK4,149115,GR,GMF,10.00,1340.12
INF174V01663,145356,GR,OMF,9.00,24.59
INF223J01FB7,138372,GR,OMF,9.00,50.68
INF761K01BP3,127851,DP,OMF,9.00,18.13
INF205K011Q3,143536,GR,OMF,9.00,21.23
INF846K01U09,147889,GR,OMF,9.00,15.60
INF767K01113,101198,DR,OMF,9.00,49.34
INF277K01519,101042,GR,GMF,10.00,80.41
INF663L01FR6,135599,DP,OMF,9.72,16.30
INF090I01GF1,118574,GR,OMF,9.00,102.15
INF109K01DW7,102134,DP,OMF,9.00,130.59
INF209K01VY3,119648,GR,OMF,9.00,250.18
INF917K01999,151057,DR,OMF,9.00,16.45
INF754K01PB8,150720,GR,OMF,9.00,13.33
INF767K01EC2,120260,DP,OMF,9.00,22.02
INF336L01107,102260,DP,OMF,9.00,12.97
INF579M01AI2,149318,GR,OMF,10.38,19.44
INF179KC1EE9,150845,GR,GMF,10.00,12.91
INF846K01T28,147826,GR,OMF,9.00,21.42
INF663L01GX2,138386,GR,OMF,9.00,156.33
INF090I01999,106978,DP,OMF,9.00,21.44
INF397L01KU5,152018,GR,OMF,10.12,30.24
INF194KB1DY1,150633,GR,OMF,9.00,15.18
INF582M01EW9,146294,GR,OMF,9.00,14.84
INF247L01AQ1,149240,GR,OMF,9.00,13.26
INF209KB1W66,148806,DR,OMF,9.85,24.97
INF247L01AR9,149241,GR,OMF,9.00,13.21
INF174KA1KG8,150820,GR,OMF,9.00,13.06
INF740K01Z27,130492,GR,OMF,9.00,22.36
INF767K01GW5,120351,GR,OMF,11.64,63.95
INF761K01ER3,145677,GR,OMF,11.04,54.27
INF767K01PL9,145890,GR,OMF,9.00,14.62
INF194K01LN1,108757,DR,GMF,10.00,10.26
INF663L01AD7,120084,GR,OMF,9.00,3114.09
INF109KC11B2,149998,GR,OMF,9.00,13.05
INF0J8L01073,150368,GR,GMF,5.00,1257.50
INF740K01730,112293,GR,OMF,13.53,29.64
INF740K01458,102450,DP,OMF,9.00,11.01
INF109KA1CE0,123654,GR,OMF,9.00,34.07
INF0J8L01065,150367,GR,OMF,9.00,12.99
INF767K01154,101200,DP,OMF,9.00,48.92
INF200KA1T13,148696,GR,OMF,9.00,14.63
INF740KA1MI5,146382,DR,OMF,11.05,23.35
INF109K01W58,120242,GR,OMF,9.00,175.71
INF192K01DD3,120435,GR,OMF,9.00,46.31
INF179KA1SG6,130540,DP,OMF,9.00,36.01
INF223J01AY0,138453,GR,OMF,12.78,24.15
INF740KA1MH7,146382,DP,OMF,11.05,23.35
INF109KC1Z22,149456,GR,OMF,12.65,26.08
INF767K01691,100316,DR,GMF,10.00,17.49
INF582M01CW3,141249,DR,OMF,9.00,24.73
INF00XX01192,147153,GR,GMF,10.00,1442.77
INF917K01FI7,151014,GR,GMF,10.00,77.81
INF204K01K72,118786,DR,OMF,9.00,33.23
INF179KC1HP8,152081,DP,OMF,9.00,21.03
INF740KA1TD1,152054,DR,OMF,9.00,14.36
INF204K01ZM0,118700,DR,GMF,10.00,1530.30
INF740KA1TE9,152056,GR,OMF,9.00,16.52
INF174K019O8,119747,DP,GMF,10.00,1287.34
INF204KB14Z6,148722,DR,OMF,9.00,17.69
INF109KC1F34,147648,GR,OMF,9.00,22.55
INF174K01JX6,119753,DP,OMF,9.00,15.19
INF174K01KF1,119758,DP,GMF,10.00,24.58
INF843K01EC1,140274,GR,OMF,9.00,47.35
INF843K01AQ9,140227,DR,OMF,9.79,92.54
INF174KA1PM5,152170,GR,OMF,9.00,14.01
INF204K01ZV1,118703,DR,OMF,9.00,1012.66
INF209KB16W7,152140,GR,OMF,9.00,12.73
INF0QA701607,152162,GR,OMF,9.00,12.17
INF754K01RW0,152095,GR,OMF,9.00,15.56
INF204KC1BO3,152033,GR,OMF,9.00,15.03
INF174K01Y98,135501,DP,OMF,9.00,12.20
INF336L01QZ9,152032,GR,OMF,9.00,15.13
INF209KA1K54,134386,DP,OMF,9.00,13.15
INF209KA1K47,134383,GR,OMF,9.00,25.15
INF0J8L01131,151920,GR,OMF,9.00,12.78
INF044D01CL6,118877,DR,OMF,9.00,94.24
INF843K01CE1,140237,GR,GMF,10.00,33.46
INF044D01CN2,118868,GR,OMF,9.00,60.99
INF174KA1PB8,152066,DP,OMF,9.00,15.08
INF204KB13Z8,148722,DP,OMF,9.00,17.69
INF174KA1OI6,151878,GR,OMF,9.59,15.02
INF174KA1EY4,147725,DR,OMF,9.00,37.81
INF0QA701383,151898,GR,OMF,9.00,15.42
INF879O01225,152109,GR,OMF,9.00,12.00
INF194KB1GH9,152043,GR,OMF,13.02,8.60
INF204KB1BD7,139679,DP,OMF,9.00,18.62
INF579M01AV5,152075,GR,OMF,9.00,13.15
INF209KB19W1,152147,GR,OMF,9.00,12.98
INF174KA1OU1,152038,GR,OMF,10.53,12.85
INF966L01CZ3,152189,GR,OMF,9.00,15.98
INF209KA1TV7,132917,DP,OMF,9.00,12.18
INF204KB16Y4,148666,GR,OMF,9.00,24.70
INF204K011R2,122766,DP,OMF,9.00,24.99
INF767K01EL3,120269,DP,OMF,9.00,37.33
INF03VN01829,152132,GR,OMF,9.00,13.69
INF174KA1PD4,152064,GR,OMF,9.00,16.31
INF789F1AYW1,151883,DP,OMF,9.00,12.90
INF760K01KT8,151823,DP,OMF,9.00,13.80
INF789F1AYU5,151884,DP,OMF,9.00,12.40
INF179KC1HN3,152083,DR,OMF,9.00,20.36
INF879O01217,152110,GR,OMF,9.00,11.89
INF0J8L01149,151919,DP,OMF,9.00,12.78
INF769K01HN8,149112,GR,GMF,10.00,1363.46
INF194KB1GU2,152102,GR,OMF,9.00,13.16
INF204K01EG7,109472,DR,OMF,9.00,17.10
INF843K01AL0,140175,GR,OMF,9.00,106.18
INF336L01RD4,152030,DP,OMF,9.00,14.56
INF843K01KC8,140347,GR,OMF,9.00,29.89
INF0R8701046,152135,GR,OMF,9.15,16.07
INF174V01BQ4,152045,GR,OMF,9.00,16.37
INF966L01CW0,152190,GR,OMF,9.00,15.46
INF044D01BU9,118883,GR,OMF,9.00,234.12
INF174K01KA2,120155,DP,OMF,9.00,13.53
INF0QA701557,152165,GR,OMF,9.00,12.00
INF251K01SR5,152128,GR,OMF,9.26,14.25
INF194KB1GF3,151819,DP,OMF,9.14,13.13
INF204KB18Z7,148726,GR,OMF,9.92,26.40
INF209KA1L04,134385,DR,OMF,9.00,14.54
INF0R8F01018,152156,GR,OMF,9.00,14.27
INF769K01KH4,151812,GR,OMF,9.00,14.54
INF082J01440,152108,GR,OMF,9.00,13.41
INF666M01HM4,152092,GR,OMF,9.00,13.90
INF789F1AYT7,151882,GR,OMF,9.00,12.40
INF209KB18X1,152160,DP,OMF,10.40,15.75
INF209K01SY9,101974,DR,GMF,10.00,100.23
INF204K012R0,122766,DR,OMF,9.00,24.99
INF336L01RE2,152030,DR,OMF,9.00,14.56
INF174KA1PC6,152066,DR,OMF,9.00,15.08
INF194KB1GE6,151818,GR,OMF,9.00,15.04
INF769K01MT5,153010,DP,OMF,9.00,17.44
INF769K01PK7,153815,DR,OMF,12.99,15.78
INF769K01LR1,152720,GR,OMF,9.00,9.09
INF174V01CB4,152669,DR,OMF,9.00,10.46
INF0K1H01255,153239,GR,OMF,9.00,9.16
INF204KC1DD2,152883,GR,OMF,9.00,8.31
INF277KA1EG7,153855,GR,OMF,9.00,10.55
INF209KC1332,153081,GR,OMF,9.00,9.69
INF761K01HC8,153727,DP,OMF,9.00,10.26
INF789FB1RH4,104074,DP,OMF,9.00,20.99
INF0K1H01289,153533,GR,OMF,9.00,8.97
INF789FB1RI2,104074,DR,OMF,9.00,20.99
INF192K01KZ1,135173,DR,OMF,9.00,16.81
